n: pack	n: package	DERIVES_INTO	N N
n: hold	n: holding	DERIVES_INTO	N N
n: tr	a: tric	DERIVES_INTO	N A
n: find	n: finding	DERIVES_INTO	N N
n: physic	a: physical	DERIVES_INTO	N A
n: gear	n: gearing	DERIVES_INTO	N N
n: res	a: real	DERIVES_INTO	N A
n: algebra	a: algebraic	DERIVES_INTO	N A
n: behavior	a: behavioral	DERIVES_INTO	N A
n: pivot	a: pivotal	DERIVES_INTO	N A
n: party	a: partial	DERIVES_INTO	N A
n: pass	n: passing	DERIVES_INTO	N N
n: volt	n: voltage	DERIVES_INTO	N N
n: acre	n: acreage	DERIVES_INTO	N N
n: credit	n: crediting	DERIVES_INTO	N N
n: fish	n: fishing	DERIVES_INTO	N N
n: rat	n: rating	DERIVES_INTO	N N
n: turn	n: turning	DERIVES_INTO	N N
n: feed	n: feeding	DERIVES_INTO	N N
n: truck	n: trucking	DERIVES_INTO	N N
n: record	n: recording	DERIVES_INTO	N N
n: period	a: periodic	DERIVES_INTO	N A
n: st	n: stage	DERIVES_INTO	N N
n: park	n: parking	DERIVES_INTO	N N
n: construction	a: constructional	DERIVES_INTO	N A
n: kill	n: killing	DERIVES_INTO	N N
n: link	n: linkage	DERIVES_INTO	N N
n: function	a: functional	DERIVES_INTO	N A
n: symbol	a: symbolic	DERIVES_INTO	N A
n: operation	a: operational	DERIVES_INTO	N A
n: track	n: tracking	DERIVES_INTO	N N
n: position	n: positioning	DERIVES_INTO	N N
n: mathematics	a: mathematical	DERIVES_INTO	N A
n: stat	a: static	DERIVES_INTO	N A
n: bill	n: billing	DERIVES_INTO	N N
n: friction	a: frictional	DERIVES_INTO	N A
n: foot	n: footing	DERIVES_INTO	N N
n: whisper	n: whispering	DERIVES_INTO	N N
n: sp	n: spee	DERIVES_INTO	N N
n: tr	n: tree	DERIVES_INTO	N N
n: ground	n: grounding	DERIVES_INTO	N N
n: continu	a: continuous	DERIVES_INTO	N A
n: group	n: grouping	DERIVES_INTO	N N
n: graph	a: graphic	DERIVES_INTO	N A
n: advantage	a: advantageous	DERIVES_INTO	N A
n: sight	n: sighting	DERIVES_INTO	N N
n: work	n: working	DERIVES_INTO	N N
n: mechanic	a: mechanical	DERIVES_INTO	N A
n: compound	n: compounding	DERIVES_INTO	N N
n: climb	n: climbing	DERIVES_INTO	N N
n: heat	n: heating	DERIVES_INTO	N N
n: navigation	a: navigational	DERIVES_INTO	N A
n: front	a: frontal	DERIVES_INTO	N A
n: aeronautics	a: aeronautical	DERIVES_INTO	N A
n: condition	n: conditioning	DERIVES_INTO	N N
n: design	n: designee	DERIVES_INTO	N N
n: coast	a: coastal	DERIVES_INTO	N A
n: light	n: lighting	DERIVES_INTO	N N
n: recreation	a: recreational	DERIVES_INTO	N A
n: experiment	a: experimental	DERIVES_INTO	N A
n: dysfunction	a: dysfunctional	DERIVES_INTO	N A
n: sw	n: swing	DERIVES_INTO	N N
n: gener	a: general	DERIVES_INTO	N A
n: computation	a: computational	DERIVES_INTO	N A
n: spring	n: springing	DERIVES_INTO	N N
n: wind	n: winding	DERIVES_INTO	N N
n: occasion	a: occasional	DERIVES_INTO	N A
n: nation	a: national	DERIVES_INTO	N A
n: drill	n: drilling	DERIVES_INTO	N N
n: steer	n: steering	DERIVES_INTO	N N
n: forecast	n: forecasting	DERIVES_INTO	N N
n: location	a: locational	DERIVES_INTO	N A
n: over-speed	n: over-speeding	DERIVES_INTO	N N
n: screen	n: screening	DERIVES_INTO	N N
n: azimuth	a: azimuthal	DERIVES_INTO	N A
n: person	a: personal	DERIVES_INTO	N A
n: part	a: partial	DERIVES_INTO	N A
n: feel	n: feeling	DERIVES_INTO	N N
n: axe	a: axial	DERIVES_INTO	N A
n: cover	n: coverage	DERIVES_INTO	N N
n: weight	n: weighting	DERIVES_INTO	N N
n: breed	n: breeding	DERIVES_INTO	N N
n: mail	n: mailing	DERIVES_INTO	N N
n: condition	a: conditional	DERIVES_INTO	N A
n: trust	n: trustee	DERIVES_INTO	N N
n: ment	a: mental	DERIVES_INTO	N A
n: model	n: modeling	DERIVES_INTO	N N
n: account	n: accounting	DERIVES_INTO	N N
n: cover	n: covering	DERIVES_INTO	N N
n: translation	a: translational	DERIVES_INTO	N A
n: land	n: landing	DERIVES_INTO	N N
n: mill	n: milling	DERIVES_INTO	N N
n: leak	n: leakage	DERIVES_INTO	N N
n: flood	n: flooding	DERIVES_INTO	N N
n: br	a: brian	DERIVES_INTO	N A
n: act	n: acting	DERIVES_INTO	N N
n: gas	a: gaseous	DERIVES_INTO	N A
n: development	a: developmental	DERIVES_INTO	N A
n: dam	n: damage	DERIVES_INTO	N N
n: lift	n: lifting	DERIVES_INTO	N N
n: fill	n: filling	DERIVES_INTO	N N
n: statistic	a: statistical	DERIVES_INTO	N A
n: latitude	a: latitudinal	DERIVES_INTO	N A
n: offer	n: offering	DERIVES_INTO	N N
n: industry	a: industrial	DERIVES_INTO	N A
n: ed	n: ion	DERIVES_INTO	N N
n: norm	a: normal	DERIVES_INTO	N A
n: ind	a: indian	DERIVES_INTO	N A
n: pass	n: passage	DERIVES_INTO	N N
n: organ	a: organic	DERIVES_INTO	N A
n: rad	a: radial	DERIVES_INTO	N A
n: sub-meter	n: sub-metering	DERIVES_INTO	N N
n: office	a: official	DERIVES_INTO	N A
n: fundament	a: fundamental	DERIVES_INTO	N A
n: exception	a: exceptional	DERIVES_INTO	N A
n: seri	a: serial	DERIVES_INTO	N A
